OBJECTID,Damage,City,Zip_Code,CAL_FIRE_Unit,County,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure,Assessed_Improved_Value,Year_Built,Latitude,Longitude,Zip_Code_Prefix,Year_Built_Known,Incident_Start_Year,Incident_Start_Month,Incident_Start_Month_Name,Incident_Start_Weekday,Assessed_Improved_Value_Known
85936,No Damage,Greenville,95947,LMU,Plumas,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,52964.0,1961,40.1598266163279,-120.932205169712,959,0,2021,7,July,Tuesday,1
84792,Destroyed (>50%),Greenville,95947,LMU,Plumas,2021-07-13,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,21-30,>=50,63000.0,1961,40.1393346530386,-120.937806158322,959,0,2021,7,July,Tuesday,1
117295,No Damage,Pasadena,91107,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,289884.0,1926,34.1634543,-118.0963996,911,1,2025,1,January,Tuesday,1
31960,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,<=30,62292.0,1977,39.7656006774278,-121.63647488871,959,1,2018,11,November,Thursday,1
101114,No Damage,Malibu,90265,LAC,Los Angeles,2024-12-09,Engine Company Actions,Multi Family Residence Multi Story,Multiple Residence,60.0,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,141985.0,1972,34.0358688,-118.6956849,902,1,2024,12,December,Monday,1
107496,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,237249.0,1948,34.1971378,-118.1290198,910,1,2025,1,January,Tuesday,1
6208,No Damage,Shaver Lake,93664,FKU,Fresno,2020-09-04,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,143956.0,1970,37.1399280044656,-119.308041174606,936,1,2020,9,September,Friday,1
123278,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Unknown,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,0.0,1997,34.0777873,-118.5497463,902,1,2025,1,January,Tuesday,1
47960,Destroyed (>50%),Magalia,95954,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,>30,Unknown,83742.0,1989,39.8037565697879,-121.596435282274,959,1,2018,11,November,Thursday,1
104149,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,272412.0,1961,34.1891303,-118.1474822,910,0,2025,1,January,Tuesday,1
44265,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,<=30,61705.0,1946,39.7772635935468,-121.595183798828,959,1,2018,11,November,Thursday,1
82713,No Damage,Twin Bridges,95735,AEU,El Dorado,2021-08-14,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Metal,No Eaves,No Vents,Other,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,0-10,<=30,32002.0,1961,38.8056215442617,-120.097750125604,957,0,2021,8,August,Saturday,1
96077,Destroyed (>50%),Cohasset,95973,BTU,Butte,2024-07-24,Unknown,Mobile Home Double Wide,Single Residence,0.0,Metal,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,Wood,Combustible,Non Combustible,Unknown,Unknown,29284.0,1971,39.8962275,-121.7470303,959,1,2024,7,July,Wednesday,1
46185,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,30-50,122784.0,1960,39.7499559151668,-121.619639328408,959,1,2018,11,November,Thursday,1
115883,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Non Combustible,Unknown,Unknown,85477.0,1923,34.1885709,-118.1242233,910,1,2025,1,January,Tuesday,1
4003,Destroyed (>50%),Berry Creek,95916,BTU,Butte,2020-09-09,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,105080.0,1975,39.6484059310568,-121.361604247621,959,1,2020,9,September,Wednesday,1
93805,No Damage,Forest Ranch,95942,BTU,Butte,2024-07-24,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,271623.0,1993,39.8954786,-121.666351,959,1,2024,7,July,Wednesday,1
40396,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,4.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,30-50,71427.0,1980,39.7475948908563,-121.640301116237,959,1,2018,11,November,Thursday,1
85623,No Damage,Mineral,96061,TGU,Tehama,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,61200.0,1961,40.2598910636461,-121.389589239089,960,0,2021,7,July,Tuesday,1
88344,Destroyed (>50%),Redding,96003,SHU,Shasta,2021-09-22,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,40000.0,1961,40.6820036764277,-122.317131033111,960,0,2021,9,September,Wednesday,1
44776,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<=30,54963.0,1990,39.7556972449456,-121.603860512969,959,1,2018,11,November,Thursday,1
43378,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,Unknown,<=30,68698.0,1956,39.7647555129962,-121.610371924357,959,1,2018,11,November,Thursday,1
110531,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,Unknown,Unknown,307312.0,1946,34.1853208,-118.1427255,910,1,2025,1,January,Tuesday,1
39375,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,30-50,136550.0,1976,39.7415134201779,-121.632877988498,959,1,2018,11,November,Thursday,1
56457,No Damage,Unincorporated,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,200000.0,1961,39.7401237576968,-121.660653447027,959,0,2018,11,November,Thursday,1
11265,No Damage,Santa Rosa,95409,LNU,Sonoma,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Other,No Eaves,"Mesh Screen > 1/8""""",Other,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<=30,0.0,2008,38.4395069501283,-122.578262316526,954,1,2020,9,September,Sunday,1
78134,No Damage,Grass Valley,95945,NEU,Nevada,2021-08-04,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Other,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,183058.0,1961,39.1354379807478,-120.973139575426,959,0,2021,8,August,Wednesday,1
92836,Destroyed (>50%),Georgetown,95634,AEU,El Dorado,2022-09-06,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<=30,9010.0,1961,38.98919245,-120.74278876,956,0,2022,9,September,Tuesday,1
92302,No Damage,Foresthill,95631,NEU,Placer,2022-09-06,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,Unknown,406800.0,1976,39.0172953,-120.82164452,956,1,2022,9,September,Tuesday,1
46533,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,43410.0,1991,39.7611587725352,-121.588410780063,959,1,2018,11,November,Thursday,1
25991,No Damage,Newman,95360,SCU,Stanislaus,2020-08-18,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46716.0,1991,37.231413519765,-121.30003028289,953,1,2020,8,August,Tuesday,1
23432,No Damage,Santa Cruz,95060,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,546518.0,1939,37.0446225612338,-122.15397872824,950,1,2020,8,August,Sunday,1
88461,No Damage,Redding,96003,SHU,Shasta,2021-09-22,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,Combustible,11-20,Unknown,189223.0,1961,40.6785711177672,-122.309467439845,960,0,2021,9,September,Wednesday,1
112927,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,59102.0,1931,34.185828,-118.158547,910,1,2025,1,January,Tuesday,1
98795,No Damage,Mount Baldy,91759,BDU,San Bernardino,2024-09-08,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,150858.0,1922,34.2395139,-117.657482,917,1,2024,9,September,Sunday,1
101500,No Damage,Pasadena,91107,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Unknown,Unknown,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,361505.0,1976,34.1737682,-118.0673393,911,1,2025,1,January,Tuesday,1
3058,Destroyed (>50%),Berry Creek,95916,BTU,Butte,2020-09-09,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,51000.0,1985,39.6312773142561,-121.390173367704,959,1,2020,9,September,Wednesday,1
32671,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,23157.0,1971,39.7924599647169,-121.577366034069,959,1,2018,11,November,Thursday,1
25252,Destroyed (>50%),Pescadero,94060,CZU,San Mateo,2020-08-16,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,37.1996588355187,-122.291390598263,940,0,2020,8,August,Sunday,0
30967,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Metal,Unknown,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,132032.0,1965,39.7635167631861,-121.622149764793,959,1,2018,11,November,Thursday,1
110354,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,147395.0,1953,34.1824397,-118.1387085,910,1,2025,1,January,Tuesday,1
127019,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Unknown,Unknown,Combustible,Unknown,Unknown,190561.0,1948,34.0495208,-118.5213717,902,1,2025,1,January,Tuesday,1
4261,Destroyed (>50%),Berry Creek,95916,BTU,Butte,2020-09-09,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,>30,Unknown,46295.0,1981,39.6289099265875,-121.378648394037,959,1,2020,9,September,Wednesday,1
88469,No Damage,Redding,96003,SHU,Shasta,2021-09-22,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,173712.0,1961,40.6972646403398,-122.317879742069,960,0,2021,9,September,Wednesday,1
39318,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<=30,91740.0,1974,39.7929318688185,-121.589644550529,959,1,2018,11,November,Thursday,1
87476,No Damage,Taylorsville,95983,LMU,Plumas,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,40.0429247258012,-120.753985602243,959,0,2021,7,July,Tuesday,1
43407,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Metal,No Eaves,No Vents,Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,142302.0,1900,39.7647500786475,-121.616752350596,959,1,2018,11,November,Thursday,1
95954,No Damage,Cohasset,95973,BTU,Butte,2024-07-24,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,Combustible,Unknown,Unknown,>=50,9596.0,1930,39.9246936,-121.7317943,959,1,2024,7,July,Wednesday,1
15626,No Damage,Vacaville,95688,LNU,Solano,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,425279.0,1974,38.3943949793081,-122.016898642881,956,1,2020,8,August,Sunday,1
100270,No Damage,Camarillo,93010,VNC,Ventura,2024-11-06,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Composite,Combustible,Non Combustible,Unknown,Unknown,217665.0,1998,34.2463349,-119.0651936,930,1,2024,11,November,Wednesday,1
128834,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,Unknown,Unknown,143589.0,1938,34.049166,-118.5198026,902,1,2025,1,January,Tuesday,1
44149,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,<=30,200000.0,1991,39.7592380154873,-121.597482291196,959,1,2018,11,November,Thursday,1
35089,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,Unknown,Combustible,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,16876.0,1975,39.7484137369448,-121.587550600958,959,1,2018,11,November,Thursday,1
94131,No Damage,Coulterville,95311,MMU,Mariposa,2024-07-30,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,226273.0,1987,37.6838701,-120.3050817,953,1,2024,7,July,Tuesday,1
130198,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,484335.0,1928,34.050476,-118.5171796,902,1,2025,1,January,Tuesday,1
114606,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,231914.0,1948,34.1832394,-118.1235012,910,1,2025,1,January,Tuesday,1
107291,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,Unknown,Unknown,81668.0,1949,34.1912762,-118.149915,910,1,2025,1,January,Tuesday,1
118045,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,47042.0,1948,34.2045058,-118.1460263,910,1,2025,1,January,Tuesday,1
1841,Destroyed (>50%),Oroville,95966,BTU,Butte,2020-09-09,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,Unknown,No Fence,Unknown,Unknown,10428.0,1948,39.5463995535589,-121.356871164527,959,1,2020,9,September,Wednesday,1
87849,No Damage,Unknown,Unknown,SHU,Shasta,2021-09-22,Engine Company Actions,Motor Home,Single Residence,0.0,Metal,No Eaves,"Mesh Screen <= 1/8""""",Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,>=50,0.0,1961,40.6848472533314,-122.2949246191,Unknown,0,2021,9,September,Wednesday,0
87779,No Damage,Redding,96003,SHU,Shasta,2021-09-22,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,182361.0,1961,40.6888122716199,-122.294916938504,960,0,2021,9,September,Wednesday,1
301,No Damage,Caliente,Unknown,KRN,Kern,2020-08-03,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Metal,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,35.4448882693896,-118.471391914567,Unknown,0,2020,8,August,Monday,1
104562,Destroyed (>50%),Sierra Madre,91024,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,30-50,422991.0,1927,34.175028,-118.0554737,910,1,2025,1,January,Tuesday,1
78402,Destroyed (>50%),Grass Valley,95949,NEU,Nevada,2021-08-04,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Wood,Unknown,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,Unknown,264600.0,1961,39.1121251488999,-120.984872619574,959,0,2021,8,August,Wednesday,1
11666,Destroyed (>50%),Santa Rosa,95409,LNU,Sonoma,2020-09-27,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,614000.0,1987,38.4540167988811,-122.617813444263,954,1,2020,9,September,Sunday,1
81307,No Damage,Somerset,95684,AEU,El Dorado,2021-08-14,Combination of Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,30-50,160826.0,1961,38.5918841450981,-120.586667912706,956,0,2021,8,August,Saturday,1
96755,No Damage,Unknown,Unknown,TGU,Tehama,2024-07-24,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,40.3124481,-121.8915752,Unknown,0,2024,7,July,Wednesday,1
92562,No Damage,Midpines,95345,MMU,Mariposa,2022-07-22,Unknown,Mobile Home Single Wide,Single Residence,Unknown,Asphalt,No Eaves,Unscreened,Metal,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,7129.0,1961,37.5399733,-119.90795278,953,0,2022,7,July,Friday,1
101612,Destroyed (>50%),Pasadena,91107,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Combustible,Non Combustible,Unknown,Unknown,348218.0,1970,34.1731371,-118.0669865,911,1,2025,1,January,Tuesday,1
642,No Damage,Elk Grove,Unknown,TGU,Glenn,2020-08-19,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unenclosed,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,39.5746034626015,-122.616279332862,Unknown,0,2020,8,August,Wednesday,0
117648,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,219493.0,1947,34.2001802,-118.1398285,910,1,2025,1,January,Tuesday,1
38775,Destroyed (>50%),Unincorporated,95965,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Non Combustible,No Fence,>30,Unknown,346563.0,1991,39.6697925678923,-121.653067260691,959,1,2018,11,November,Thursday,1
45575,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Metal,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,<=30,0.0,1900,39.7906207152498,-121.580073161975,959,1,2018,11,November,Thursday,1
123456,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,100832.0,1959,34.0437941,-118.5646137,902,1,2025,1,January,Tuesday,1
9586,No Damage,Unknown,Unknown,SHU,Shasta,2020-09-27,Unknown,Motor Home,Single Residence,Unknown,Metal,Unenclosed,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,Unknown,217416.0,1961,40.387023233575,-122.695329016231,Unknown,0,2020,9,September,Sunday,1
