OBJECTID,Damage,City,Zip_Code,CAL_FIRE_Unit,County,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure,Assessed_Improved_Value,Year_Built,Latitude,Longitude,Zip_Code_Prefix,Year_Built_Known,Incident_Start_Year,Incident_Start_Month,Incident_Start_Month_Name,Incident_Start_Weekday,Assessed_Improved_Value_Known
80297,No Damage,Echo Lake,95721,AEU,El Dorado,2021-08-14,Unknown,Infrastructure,Infrastructure,0.0,Other,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,38.7985473582809,-120.085133055673,957,0,2021,8,August,Saturday,0
46332,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,Unknown,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,30-50,107342.0,1953,39.7539312238311,-121.584092177844,959,1,2018,11,November,Thursday,1
123300,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,0.0,1978,34.0796831,-118.5703289,902,1,2025,1,January,Tuesday,1
14918,No Damage,Jenner,95450,LNU,Sonoma,2020-08-16,Dozer Fuel Break,Infrastructure,Infrastructure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,227272.0,1940,38.5081572977542,-123.199135081102,954,1,2020,8,August,Sunday,1
27846,No Damage,Irvine,92602,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,364403.0,2014,33.733980596499,-117.748481256007,926,1,2020,10,October,Monday,1
128962,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Unknown,Combustible,Unknown,Unknown,Unknown,119687.0,1941,34.0461442,-118.545279,902,1,2025,1,January,Tuesday,1
1398,No Damage,Zenia,95595,HUU,Trinity,2020-08-17,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,222971.0,1961,40.1575535536124,-123.456692046155,955,0,2020,8,August,Monday,1
25533,No Damage,Unknown,Unknown,SCU,Santa Clara,2020-08-18,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,0.0,1961,37.4112934112879,-121.503684143849,Unknown,0,2020,8,August,Tuesday,1
85480,Destroyed (>50%),Mineral,96061,TGU,Tehama,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,86044.0,1961,40.2585253834823,-121.388414999977,960,0,2021,7,July,Tuesday,1
91925,No Damage,Unknown,Unknown,NEU,Placer,2022-09-06,Unknown,Infrastructure,Infrastructure,0.0,Concrete,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,39.00367,-120.7225755,Unknown,0,2022,9,September,Tuesday,1
5048,No Damage,Springville,93265,TUU,Tulare,2020-08-19,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,Unknown,Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,>30,Unknown,191012.0,1986,36.1805193506838,-118.634090249522,932,1,2020,8,August,Wednesday,1
81037,Destroyed (>50%),Grizzly Flats,95636,AEU,El Dorado,2021-08-14,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,80926.0,1961,38.6330821737556,-120.531432024937,956,0,2021,8,August,Saturday,1
38681,Destroyed (>50%),Magalia,95954,BTU,Butte,2018-11-08,Fire Department,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,30-50,54289.0,1979,39.8447721442373,-121.585736953603,959,1,2018,11,November,Thursday,1
107779,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Non Combustible,Unknown,Unknown,93423.0,1950,34.202568,-118.1411392,910,1,2025,1,January,Tuesday,1
101939,No Damage,Sierra Madre,91024,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Vinyl,Multi Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,Unknown,Unknown,151894.0,1916,34.1743539,-118.0430498,910,1,2025,1,January,Tuesday,1
31712,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,54415.0,1964,39.7630084665765,-121.58097307626,959,1,2018,11,November,Thursday,1
96839,No Damage,Forest Ranch,95942,BTU,Butte,2024-07-24,Dozer Fuel Break,Infrastructure,Infrastructure,0.0,Metal,No Eaves,Unknown,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,30-50,0.0,1900,39.9352035,-121.6477113,959,1,2024,7,July,Wednesday,1
126934,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1978,34.0529504,-118.5172767,902,1,2025,1,January,Tuesday,1
112089,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,221271.0,1917,34.1822705,-118.1271189,910,1,2025,1,January,Tuesday,1
120398,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,460020.0,1947,34.0389435,-118.5305139,902,1,2025,1,January,Tuesday,1
18322,No Damage,Vacaville,95688,LNU,Solano,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,2013,38.4034674950689,-122.031761292613,956,1,2020,8,August,Sunday,1
32112,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,>=50,124492.0,1963,39.7716662003917,-121.620423245936,959,1,2018,11,November,Thursday,1
33151,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,35233.0,1946,39.7384864293284,-121.592074156504,959,1,2018,11,November,Thursday,1
49520,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2018-11-08,Fire Department,Commercial Building Multi Story,Nonresidential Commercial,0.0,Tile,Unenclosed,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1951,34.033481413919,-118.742065728158,902,1,2018,11,November,Thursday,1
47244,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,Unknown,180037.0,1965,39.7742981109371,-121.587498084548,959,1,2018,11,November,Thursday,1
112004,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,Unknown,Unknown,158526.0,1922,34.1834044,-118.1270487,910,1,2025,1,January,Tuesday,1
44067,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,137118.0,1979,39.7678338085408,-121.591581488063,959,1,2018,11,November,Thursday,1
42102,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,<=30,89915.0,1970,39.7449756778176,-121.638387431594,959,1,2018,11,November,Thursday,1
115706,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,111343.0,1951,34.1961065,-118.1435496,910,1,2025,1,January,Tuesday,1
113583,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,357006.0,1923,34.1838748,-118.1227317,910,1,2025,1,January,Tuesday,1
99958,No Damage,Santa Paula,93060,VNC,Ventura,2024-11-06,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,0-10,Unknown,154453.0,1995,34.3357395,-119.0599522,930,1,2024,11,November,Wednesday,1
124840,No Damage,Los Angeles,90049,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,191144.0,1955,34.1109954,-118.5004135,900,1,2025,1,January,Tuesday,1
87210,Destroyed (>50%),Canyon Dam,95923,LMU,Plumas,2021-07-13,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,0.0,1961,40.1706645821729,-121.077859631338,959,0,2021,7,July,Tuesday,0
4147,No Damage,Berry Creek,95916,BTU,Butte,2020-09-09,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,73187.0,1977,39.6535872210396,-121.445161522576,959,1,2020,9,September,Wednesday,1
126114,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Non Combustible,Unknown,Unknown,0.0,1999,34.0386533,-118.5203941,902,1,2025,1,January,Tuesday,1
27336,No Damage,Chino Hills,91709,BDU,San Bernardino,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,340831.0,1996,33.9509530480554,-117.699049288965,917,1,2020,10,October,Monday,1
116555,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,148207.0,1947,34.1993743,-118.1410392,910,1,2025,1,January,Tuesday,1
32863,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Metal,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,188090.0,1949,39.7695993564638,-121.608774592221,959,1,2018,11,November,Thursday,1
10327,No Damage,Napa,94574,LNU,Napa,2020-09-27,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Metal,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,122730.0,1946,38.5365717864347,-122.473934522559,945,1,2020,9,September,Sunday,1
126088,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,School,Nonresidential Commercial,Unknown,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,Unknown,Unknown,0.0,1961,34.0478438,-118.5306936,902,0,2025,1,January,Tuesday,0
85578,No Damage,Mill Creek,96061,TGU,Tehama,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,"Mesh Screen <= 1/8""""",Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,374021.0,1961,40.2594538156667,-121.362498409096,960,0,2021,7,July,Tuesday,1
104494,No Damage,Pasadena,91107,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,179525.0,1956,34.171769,-118.0699721,911,1,2025,1,January,Tuesday,1
108412,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,45850.0,1938,34.1808676,-118.1340732,910,1,2025,1,January,Tuesday,1
120751,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Combustible,Unknown,Unknown,471821.0,1964,34.0445354,-118.5716778,902,1,2025,1,January,Tuesday,1
2033,Destroyed (>50%),Oroville,95966,BTU,Butte,2020-09-09,Unknown,Mobile Home Triple Wide,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,21-30,>=50,145656.0,2005,39.558062220189,-121.327010802461,959,1,2020,9,September,Wednesday,1
103506,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<=30,118146.0,1929,34.1910811,-118.159456,910,1,2025,1,January,Tuesday,1
125725,No Damage,Unknown,Unknown,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1961,34.0461934,-118.6488755,Unknown,0,2025,1,January,Tuesday,0
121966,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,Unknown,Unknown,0.0,1995,34.06157,-118.5439199,902,1,2025,1,January,Tuesday,1
42439,Destroyed (>50%),Unincorporated,95965,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,Wood,Combustible,Non Combustible,Unknown,Unknown,150000.0,1975,39.6466063310693,-121.527893156851,959,1,2018,11,November,Thursday,1
128048,No Damage,Los Angeles,90049,LAC,Los Angeles,2025-01-07,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,185002.0,1957,34.0667412,-118.5017575,900,1,2025,1,January,Tuesday,1
120411,No Damage,Malibu,90265,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Composite,Composite,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,428963.0,1979,34.0408382,-118.6420282,902,1,2025,1,January,Tuesday,1
56659,No Damage,Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,77007.0,1967,39.74837447809,-121.594245037796,959,1,2018,11,November,Thursday,1
120699,No Damage,Malibu,90265,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,Unknown,0.0,1955,34.0388768,-118.6582287,902,1,2025,1,January,Tuesday,1
39601,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,216451.0,1986,39.7370550883581,-121.570910768285,959,1,2018,11,November,Thursday,1
51660,Destroyed (>50%),Unincorporated,96001,SHU,Shasta,2018-07-23,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,Unknown,169765.0,1972,40.5896157536226,-122.469175815919,960,1,2018,7,July,Monday,1
127678,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,48510.0,1952,34.0497325,-118.5354201,902,1,2025,1,January,Tuesday,1
11319,No Damage,Santa Rosa,95409,LNU,Sonoma,2020-09-27,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,561751.0,1957,38.4560430042503,-122.627147612903,954,1,2020,9,September,Sunday,1
110525,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,129682.0,1951,34.192158,-118.1146794,910,1,2025,1,January,Tuesday,1
107010,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,152940.0,1951,34.1942598,-118.1502187,910,1,2025,1,January,Tuesday,1
114858,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,Unenclosed,Unknown,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,464993.0,1920,34.1868845,-118.1141363,910,1,2025,1,January,Tuesday,1
52655,Destroyed (>50%),Alpine,91901,MVU,San Diego,2018-07-06,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,Unknown,453000.0,1975,32.8322535570611,-116.737420316023,919,1,2018,7,July,Friday,1
101187,No Damage,Malibu,90265,LAC,Los Angeles,2024-12-09,Unknown,Multi Family Residence Multi Story,Multiple Residence,10.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,664530.0,2004,34.0371817,-118.6971798,902,1,2024,12,December,Monday,1
46316,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,30-50,33115.0,1945,39.7556065428644,-121.584148495026,959,1,2018,11,November,Thursday,1
