OBJECTID,Damage,Street_Number,Street_Name,Street_Type,City,Zip_Code,CAL_FIRE_Unit,County,Community,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure_gt_120_SQFT,Assessed_Improved_Value,Year_Built,Site_Address,Latitude,Longitude
50687,Destroyed (>50%),Unknown,Whiskey Creek,Unknown,Unincorporated,Unknown,SHU,Shasta,Whiskeytown,2018-07-23 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,Unknown,211629.0,0.0,13651 WHISKEY CREEK RD FRENCH GULCH CA 96033,40.6858681829965,-122.566760816736
51800,Destroyed (>50%),16181.0,Bush,Street,Unincorporated,Unknown,SHU,Shasta,Keswick,2018-07-23 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,Unscreened,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,>50',15000.0,0.0,16181 BUSH ST REDDING CA 96001,40.6232959344548,-122.45929313956
94510,No Damage,310.0,Plumas,Drive,Oroville,95966,BTU,Butte,Oroville,2024-07-02 00:00:00,Engine Company Actions,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,452351.0,1990.0,"310 PLUMAS DR, OROVILLE, CA 95966",39.5219268,-121.4966828
124523,Destroyed (>50%),501.0,Chapala,Drive,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Wood,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,1131156.0,1953.0,"501 CHAPALA DR, PACIFIC PALISADES, CA 90272",34.0380124,-118.521686
66741,Destroyed (>50%),1960.0,Hillcrest,Lane,Ventura,00000,VNC,Ventura,Unknown,2017-12-04 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,152739.0,1954.0,1960 HILLCREST LN VENTURA CA 93001,34.2837080013124,-119.269142355817
45088,Destroyed (>50%),1301.0,Nunneley,Road,Paradise Central Southeast A,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,92348.0,1978.0,1301  NUNNELEY RD   PARADISE CA 95969,39.7562000133994,-121.597624178298
25657,No Damage,10706.0,130,Route,Unknown,Unknown,SCU,Stanislaus,Unknown,2020-08-18 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Unknown,Enclosed,No Vents,Metal,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,Unknown,Unknown,113018.0,1983.0,11000 DEL PUERTO CANYON RD PATTERSON CA 95363,37.4413601648267,-121.28567628173
22510,No Damage,1500.0,Cloverdale,Unknown,Unknown,Unknown,CZU,San Mateo,Unknown,2020-08-16 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,Unknown,37.2046181561021,-122.32631865868
41655,Destroyed (>50%),6289.0,Dimitri,Court,Magalia,Unknown,BTU,Butte,Magalia,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,49295.0,1978.0,6289  DIMITRI CT   MAGALIA CA 95954,39.8015558485421,-121.602966785381
14257,Destroyed (>50%),2366.0,Madrona,Avenue,Unknown,Unknown,LNU,Napa,St. Helena ,2020-09-27 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,30-50',875665.0,1995.0,2366 MADRONA AVE SAINT HELENA CA 94574,38.5011167995292,-122.48914801741
107720,Destroyed (>50%),498.0,W Loma Alta ,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Unknown,Unknown,Unknown,51640.0,1952.0,"498 W LOMA ALTA DR, ALTADENA, CA 91001",34.2019316,-118.1538575
69235,Destroyed (>50%),3867.0,Crestview,Drive,Santa Rosa,00000,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,155406.0,,3867 CRESTVIEW DR SANTA ROSA CA 95403,38.4830333009986,-122.744516069289
49914,Destroyed (>50%),5331.0,Horizon,Drive,Malibu,Unknown,LAC,Los Angeles,Malibu,2018-11-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,Composite,No Patio Cover/Carport,No Fence,Unknown,>50',361974.0,1980.0,5331 HORIZON DR MALIBU CA 90265,34.0354906809696,-118.827118839096
108232,Destroyed (>50%),44.0,W Mendocino ,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,79414.0,1924.0,"44 W MENDOCINO ST, ALTADENA, CA 91001",34.1911893,-118.1500712
131181,Destroyed (>50%),16001.0,Pacific Coast,Highway,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Mobile Home Triple Wide,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,Unknown,273340.0,1969.0,"16001 PACIFIC COAST HWY, PACIFIC PALISADES, CA 90272",34.0374391,-118.5374175
15864,Destroyed (>50%),3616.0,Sunny Hills ,Lane,Unknown,Unknown,LNU,Solano,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,Non Combustible,No Fence,Unknown,Unknown,,,Unknown,38.3552376246552,-122.032243143542
65035,Destroyed (>50%),20633.0,St Helena,Lane,Middletown,00000,LNU,Lake,Middletown ,2015-09-12 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,99542.0,,20633 ST HELENA LN MIDDLETOWN CA 95461,38.7635180143722,-122.604111613711
82426,No Damage,1221.0,Sleighbell,Lane,South Lake Tahoe,96150,AEU,El Dorado,Unknown,2021-08-14 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,566100.0,,1221 SLEIGHBELL LN SOUTH LAKE TAHOE CA 96150,38.8257775287803,-120.015686984325
26168,No Damage,0.0,Unknown,Unknown,Unknown,Unknown,SCU,Santa Clara,Unknown,2020-08-18 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Metal,Unenclosed,No Vents,Wood,Single Pane,Unknown,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,7629.0,,Unknown,37.3790062256039,-121.545700716748
97979,Destroyed (>50%),32543.0,Los Padres,Road,Lake Elsinore,92530,RRU,Riverside,Unknown,2024-09-09 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,>50',268524.0,1967.0,"32543 LOS PADRES RD, LAKE ELSINORE, CA 92530",33.647928,-117.4190978
16679,No Damage,1267.0,Steele Canyon,Road,Unknown,Unknown,LNU,Napa,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,330990.0,2007.0,1267 STEELE CANYON RD NAPA CA 94558,38.5179666011636,-122.193331261824
124218,No Damage,16615.0,Akron,Street,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,458458.0,1954.0,"16615 AKRON ST, PACIFIC PALISADES, CA 90272",34.0505713,-118.5439815
74353,Destroyed (>50%),14188.0,Small Farms,Road,Anderson,Unknown,SHU,Shasta,Unknown,2013-09-09 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,,Unknown,40.4701709999772,-122.532888000097
90931,No Damage,19455.0,Fairwind,Drive,Anderson,96007,SHU,Shasta,Unknown,2022-07-14 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Metal,Enclosed,No Vents,Metal,Single Pane,Wood,Wood,Combustible,No Fence,Unknown,Unknown,135437.0,1975.0,"19455 FAIRWIND DR, ANDERSON, CA 96007",40.45462221,-122.33165716
28851,Destroyed (>50%),4020.0,Jack dale,Way,Concow/Yankee Hill,Unknown,BTU,Butte,Oroville ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<30',91847.0,1978.0,4120  JACK DALE WAY   CONCOW CA 95965,39.7760763725015,-121.497201416567
3084,Destroyed (>50%),585.0,Craig Access,Road,Unknown,00000,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Other,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,43504.0,1960.0,"585 CRAIG ACCESS RD, FEATHER FALLS CA 95966",39.5528064655558,-121.367433914963
108992,Destroyed (>50%),1261.0,Sunny Oaks,Circle,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,200773.0,1951.0,"1261 SUNNY OAKS CIR, ALTADENA, CA 91001",34.1966301,-118.1217389
14447,No Damage,2070.0,Dean York,Lane,Unknown,Unknown,LNU,Napa,St. Helena ,2020-09-27 00:00:00,Combination of Actions,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,<30',93367.0,1875.0,2070 DEAN YORK LN SAINT HELENA CA 94574,38.5018436742599,-122.485937794317
51117,Destroyed (>50%),11369.0,Menlo ,Way,Unincorporated,Unknown,SHU,Shasta,Redding ,2018-07-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Combustible,Unknown,Unknown,Unknown,Unknown,Combustible,Unknown,Unknown,149739.0,1990.0,11369 MENLO WAY REDDING CA 96003,40.6179059828816,-122.430877122944
83102,No Damage,2703.0,Elati,Street,South Lake Tahoe,96150,AEU,El Dorado,Unknown,2021-08-14 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,Unknown,430000.0,,2703 ELATI ST SOUTH LAKE TAHOE CA 96150,38.8369868440748,-120.024883854457
37029,Destroyed (>50%),5505.0,Clark ,Road,Paradise Central Southwest B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Metal,Unknown,Unknown,Ignition Resistant,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,30462.0,1900.0,5505  CLARK RD   PARADISE CA 95969,39.7474397203662,-121.608363453976
107755,Destroyed (>50%),432.0,W Poppyfields ,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,No Deck/Porch,Unknown,Non Combustible,Unknown,Unknown,200213.0,1926.0,"432 W POPPYFIELDS DR, ALTADENA, CA 91001",34.2010916,-118.154121
101736,No Damage,1802.0,Midwick,Drive,Altadena,91001,LAC,Los Angeles,Altadena,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Composite,No Deck/Porch,Combustible,Non Combustible,Unknown,<30',183382.0,1951.0,"1802 MIDWICK DR, ALTADENA, CA 91001",34.1848831,-118.1131927
23749,No Damage,515.0,Martin,Road,Unknown,Unknown,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,211364.0,1988.0,515 MARTIN RD BONNY DOON CA 95060,37.050402768457,-122.143697788291
98921,No Damage,29074.0,Marcus,Lane,Highland,92346,BDU,San Bernardino,Unknown,2024-09-05 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,528000.0,2005.0,"29074 MARCUS LN, HIGHLAND, CA 92346",34.1358576,-117.1697243
74079,Destroyed (>50%),5177.0,O'Donnell,Lane,Unincorporated,00000,LNU,Sonoma,Glenn Ellen,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unenclosed,No Vents,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,245486.0,1964.0,5177 O'DONNELL LN,38.3648724355208,-122.527876944117
127556,Destroyed (>50%),520.0,Moonrise ,Drive,Malibu,90265,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Tile,Unknown,Unknown,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,533842.0,1978.0,"520 MOONRISE DR, MALIBU, CA 90265",34.0759843,-118.6467621
125653,No Damage,1362.0,Bella Oceana Vista ,Unknown,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,6718919.0,1995.0,"1362 BELLA OCEANA VIS, PACIFIC PALISADES, CA 90272",34.0613608,-118.5441426
18347,No Damage,2935.0,Wallace Creek,Road,Unknown,Unknown,LNU,Sonoma,Healdsburg,2020-08-16 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,2935 WALLACE CREEK RD HEALDSBURG CA 95448,38.5990181144755,-122.912990525706
27818,No Damage,26065.0,Big Horn Mountain,Way,Unknown,Unknown,ORC,Orange,Unknown,2020-10-26 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Non Combustible,Non Combustible,Unknown,Unknown,552792.0,1992.0,26065 BIG HORN MOUNTAIN WAY YORBA LINDA CA 92887,33.8909464927577,-117.710293445681
74742,Destroyed (>50%),17300.0,Sesnon,Boulevard,Los Angeles,Unknown,LAC,Los Angeles,Unknown,2019-10-10 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Patio Cover/Carport,No Fence,Unknown,Unknown,,0.0,Unknown,34.3090169869568,-118.513570009046
108431,Destroyed (>50%),131.0,W Calaveras,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Combustible,Non Combustible,Unknown,<30',185410.0,1931.0,"131 W CALAVERAS ST, ALTADENA, CA 91001",34.1904266,-118.1523675
94274,No Damage,51953.0,Sky Crest,Trail,Aguanga,92536,RRU,Riverside,Unknown,2024-07-29 00:00:00,Unknown,Motor Home,Single Residence,0.0,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,>50',64566.0,2016.0,"51953 SKY CREST TRL, AGUANGA, CA 92536",33.4735871,-116.7577094
119621,No Damage,1739.0,Veranada,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,381356.0,1939.0,"1739 VERANADA AVE, ALTADENA, CA 91001",34.1762512,-118.0997034
109984,Destroyed (>50%),1236.0,Sagemont ,Place,Altadena,91001,LAC,Los Angeles,Altadena ,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,200965.0,1956.0,"1236 SAGEMONT PL, ALTADENA, CA 91001",34.1956696,-118.1252999
86370,No Damage,454310.0,Highway 395,Unknown,Milford,96121,LMU,Lassen,Milford,2021-07-13 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Wood,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,42210.0,,454-310 US HIGHWAY 395 MILFORD CA 96121,40.2097509378375,-120.418399816378
130102,Destroyed (>50%),16024.0,Temecula ,Street,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Multi Family Residence Single Story,Multiple Residence,2.0,Tile,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<30',163356.0,1924.0,"16024 TEMECULA ST, PACIFIC PALISADES, CA 90272",34.0455636,-118.5363749
61537,Destroyed (>50%),1313.0,Crestview,Court,Santa Rosa,00000,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,255000.0,,1313 CRESTVIEW CT SANTA ROSA CA 95403,38.4815637221584,-122.744528094137
110874,No Damage,1155.0,Vinedo,Avenue,Pasadena,91107,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,142558.0,1941.0,"1155 N VINEDO AVE, PASADENA, CA 91107",34.1661849,-118.095396
20969,No Damage,0.0,Unknown,Unknown,Unknown,Unknown,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,274729.0,1960.0,161 CHIPMUNK HOLLOW RD BOULDER CREEK CA 95006,37.1316793338161,-122.138083498326
14630,No Damage,2615.0,Summit Lake,Drive,Unknown,Unknown,LNU,Napa,Unknown,2020-09-27 00:00:00,Combination of Actions,Single Family Residence Single Story,Single Residence,Unknown,Metal,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,Unknown,416025.0,1987.0,2615 SUMMIT LAKE DR ANGWIN CA 94508,38.6049022997852,-122.475661452844
46305,Destroyed (>50%),1593.0,Henson,Unknown,Paradise Southeast B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<30',211931.0,1965.0,1593  HENSON RD   PARADISE CA 95969,39.7517843094978,-121.585446633375
102644,No Damage,1768.0,Midwick,Drive,Altadena,91001,LAC,Los Angeles,Altadena,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<30',194206.0,1948.0,"1768 MIDWICK DR, ALTADENA, CA 91001",34.1848766,-118.1138763
87855,No Damage,13645.0,Gloria,Terrace,Redding,96003,SHU,Shasta,Unknown,2021-09-22 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,194715.0,,13645 GLORIA TER REDDING CA 96003,40.6851848510762,-122.292621365661
33816,Destroyed (>50%),1844.0,Merrill,Road,Paradise Northeast B,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<30',109451.0,1979.0,1844  MERRILL RD   PARADISE CA 95969,39.7812385153896,-121.574168442188
89867,No Damage,17815.0,Antelope ,Place,Weed,96094,SKU,Siskiyou,Unknown,2022-09-02 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Composite,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,185000.0,2006.0,17815 ANTELOPE PL WEED 96094 CA,41.49581286,-122.37064532
113000,Destroyed (>50%),1534.0,N Altadena ,Drive,Pasadena,91107,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,360608.0,1945.0,"1534 N ALTADENA DR, PASADENA, CA 91107",34.1723038,-118.0971481
25934,No Damage,14500.0,Del Puerto Canyon ,Road,Unknown,Unknown,SCU,Santa Clara,Unknown,2020-08-18 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10987.0,,14500 DEL PUERTO CANYON RD LIVERMORE CA 94550,37.3664095752334,-121.436324358545
