OBJECTID,Damage,Street_Number,Street_Name,Street_Type,City,Zip_Code,CAL_FIRE_Unit,County,Community,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure_gt_120_SQFT,Assessed_Improved_Value,Year_Built,Site_Address,Latitude,Longitude
57209,No Damage,5330.0,Silverado,Trail,Unincorporated,00000,LNU,Napa,Unknown,2017-10-08 00:00:00,Unknown,Commercial Building Multi Story,Nonresidential Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9901786.0,0.0,5330 SILVERADO TRL,38.3872410542149,-122.312691717978
36088,Destroyed (>50%),5427.0,TJ ,Way,Paradise Central Southeast B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,13314.0,1974.0,5427  T J WAY   PARADISE CA 95969,39.7443476506155,-121.596031700658
78273,No Damage,16090.0,Mount Olive,Road,Grass Valley ,95945,NEU,Nevada,Unknown,2021-08-04 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,Unknown,115644.0,,16090 MOUNT OLIVE RD GRASS VALLEY CA 95945,39.146365506532,-120.970990893301
7822,No Damage,39656.0,Crystal Creek ,Lane,Unknown,00000,FKU,Fresno,Shaver Lake,2020-09-04 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,11-20,Unknown,146800.0,0.0,39656 CRYSTAL CREEK LN SHAVER LAKE CA 93664,37.0843809551908,-119.325188001153
125127,No Damage,16604.0,Calle Jermaine,Unknown,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,935879.0,1995.0,"16604 CALLE JERMAINE, PACIFIC PALISADES, CA 90272",34.0721143,-118.5482103
26224,No Damage,24700.0,Mines,Road,Unknown,Unknown,SCU,Alameda,Unknown,2020-08-18 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,84068.0,1930.0,24700 MINES RD LIVERMORE CA 94550,37.4824934449201,-121.528119324792
2869,No Damage,240.0,Sunday,Drive,Unknown,00000,BTU,Butte,Berry Creek,2020-09-09 00:00:00,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,21-30,30-50',239700.0,1991.0,"240 SUNDAY DR, BERRY CREEK CA 95916",39.6110624649989,-121.459401519442
55090,No Damage,Unknown,Unknown,Unknown,Unincorporated,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,330000.0,2006.0,4793 PENTZ RD PARADISE CA 95969,39.7210243554452,-121.578924738648
126558,Destroyed (>50%),14916.0,W Sunset,Boulevard,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,285883.0,1951.0,"14916 W SUNSET BLVD, PACIFIC PALISADES, CA 90272",34.0431836,-118.5212196
69691,Destroyed (>50%),3616.0,Orbetello,Court,Santa Rosa,00000,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,868000.0,,3616 ORBETELLO CT SANTA ROSA CA 95404,38.4830440690142,-122.699195571826
32218,Destroyed (>50%),5974.0,Canyon View,Drive,Paradise Southeast A,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Asphalt,Unenclosed,Unknown,Ignition Resistant,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,Unknown,Unknown,54253390.0,0.0,5974  PENTZ RD   PARADISE CA 95969,39.7575013177216,-121.570435244191
65701,Destroyed (>50%),788.0,Matilija Canyon ,Road,Unincorporated,00000,VNC,Ventura,Unknown,2017-12-04 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Fire Resistant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,788 MATILIJA HOT SPRINGS RD OJAI CA,34.4829368885414,-119.304942087487
3670,Destroyed (>50%),2651.0,Lumpkin ,Road,Unknown,00000,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,School,Nonresidential Commercial,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,>30,Unknown,31060.0,1955.0,"2638 LUMPKIN RD, FORBESTOWN CA 95966",39.5939631970316,-121.263611747635
95101,No Damage,1109.0,Kern River Canyon,Road,Lake Isabella,93240,KRN,Kern,Unknown,2024-07-24 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Metal,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,0.0,Unknown,35.5876591,-118.5246842
83613,No Damage,8050.0,Strawberry ,Lane,Twin Bridges,95735,AEU,El Dorado,Strawberry ,2021-08-14 00:00:00,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,202878.0,,Unknown,38.8085017224575,-120.130259408338
71534,Destroyed (>50%),1691.0,Randon,Way,Santa Rosa,00000,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,312598.0,,1691 RANDON WAY SANTA ROSA CA 95403,38.4777432057873,-122.754360164803
125184,No Damage,17261.0,Avenida De La Herradura,Unknown,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,210269.0,1977.0,"17261 AVENIDA DE LA HERRADURA, PACIFIC PALISADES, CA 90272",34.078741,-118.5622696
40907,Destroyed (>50%),6237.0,Oliver ,Road,Paradise Northwest B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unenclosed,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,60180.0,1955.0,6237  OLIVER RD   PARADISE CA 95969,39.7717495819444,-121.627446381727
131522,No Damage,14230.0,W Sunset,Boulevard,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Other,Single Family Residence Multi Story,Single Residence,0.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Unknown,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,2743343.0,1941.0,"14230 W SUNSET BLVD, PACIFIC PALISADES, CA 90272",34.0502583,-118.5099421
114311,Destroyed (>50%),614.0,E Poppyfields,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,218434.0,1925.0,"614 E POPPYFIELDS DR, ALTADENA, CA 91001",34.1943175,-118.134343
57892,Destroyed (>50%),3519.0,Santiago,Drive,Santa Rosa,00000,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,183873.0,,3519 SANTIAGO DR SANTA ROSA CA 95403,38.4760115745178,-122.752432695512
51049,Destroyed (>50%),1375.0,Spinnaker,Drive,Unknown,Unknown,SHU,Shasta,Redding,2018-07-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,242957.0,2005.0,1375 SPINNAKER DR REDDING CA 96003,40.6109726245196,-122.420314614154
62297,Destroyed (>50%),21873.0,Yankee Valley,Unknown,Unincorporated,00000,LNU,Lake,Hidden Valley lake,2015-09-12 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,182403.0,,21873 YANKEE VALLEY RD HIDDEN VALLEY LAKE CA 95467,38.7872573445604,-122.518513927878
121105,No Damage,1038.0,Enchanted,Way,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,385595.0,1965.0,"1038 ENCHANTED WAY, PACIFIC PALISADES, CA 90272",34.0560164,-118.5492329
40134,Destroyed (>50%),13149.0,Jordan Hill,Road,Concow/Yankee Hill,Unknown,BTU,Butte,Concow ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,>50',0.0,1900.0,NULL  NULL    UNKNOWN CA 00000,39.7639880406158,-121.556289441073
50963,Destroyed (>50%),847.0,Santa Cruz ,Drive,Unknown,Unknown,SHU,Shasta,Redding,2018-07-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,475309.0,2005.0,847 SANTA CRUZ DR REDDING CA 96003,40.6011661655575,-122.425990611192
94054,No Damage,5180.0,Campbell,Way,Mariposa,95338,MMU,Mariposa,Unknown,2024-07-04 00:00:00,Combination of Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,Wood,Wood,Combustible,Non Combustible,Unknown,Unknown,138394.0,1973.0,"5180 CAMPBELL WAY, MARIPOSA, CA 95338",37.4946644,-119.9708192
5033,No Damage,54886.0,Ponderosa,Drive,Unknown,00000,TUU,Tulare,Unknown,2020-08-19 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Multi Pane,Wood,Wood,Combustible,No Fence,Unknown,Unknown,65076.0,1967.0,54910 PONDEROSA DR SPRINGVILLE CA 93265,36.1867159687748,-118.630886254449
94946,No Damage,4888.0,Trabucco,Street,Mariposa,95338,MMU,Mariposa,Unknown,2024-07-04 00:00:00,Dozer Fuel Break,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Deck/Porch,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,<30',0.0,0.0,"4888 MARIPOSA, MARIPOSA, CA 95338",37.4874431,-119.9573138
29430,Destroyed (>50%),6094.0,Maxwood,Road,Paradise Southeast A,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,123185.0,1969.0,6094  MAXWOOD DR   PARADISE CA 95969,39.7686155074267,-121.584559229926
91298,Destroyed (>50%),386.0,Cypress ,Street,Weed,96094,SKU,Siskiyou,Weed,2022-09-02 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,<30',29807.0,1930.0,"386 CYPRESS ST, WEED, CA 96094",41.43450328,-122.38641965
68847,Destroyed (>50%),1738.0,Kerry,Lane,Santa Rosa,00000,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,156194.0,,1738 KERRY LN SANTA ROSA CA 95403,38.4786857047436,-122.755237497239
37783,Destroyed (>50%),2391.0,Tokay,Court,Paradise Southeast B,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,310527.0,1986.0,2391  TOKAY CT   PARADISE CA 95969,39.73529378839,-121.569817435041
71986,Destroyed (>50%),4456.0,Prussian Hill,Road,Railroad Flat,95248,TCU,Calaveras,Prussian Hill,2015-09-09 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,134627.0,,4456 PRUSSIAN HILL RD RAILROAD FLAT CA 95248,38.2983738667691,-120.569278551811
129853,No Damage,14966.0,La Cumbre,Drive,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Combustible,Unknown,Unknown,1632680.0,1941.0,"14966 LA CUMBRE DR, PACIFIC PALISADES, CA 90272",34.0334582,-118.5228892
52214,Destroyed (>50%),10937.0,Iron Mountain,Road,Unincorporated,Unknown,SHU,Shasta,Keswick,2018-07-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,38194.0,0.0,10937 IRON MOUNTAIN RD REDDING CA 96001,40.6062785304303,-122.461949102122
50506,Destroyed (>50%),0.0,Big Rock,Unknown,Unincorporated,Unknown,LNU,Lake,Unknown,2018-07-27 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,No Vents,Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,0.0,0.0,17864 16 N 19 RD UPPER LAKE CA 95485,39.2860532301314,-122.884178116691
119291,No Damage,1840.0,Fiske ,Avenue,Pasadena,91104,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,Unknown,Unknown,504594.0,1920.0,"1840 FISKE AVE, PASADENA, CA 91104",34.1775045,-118.1335799
100852,No Damage,926.0,Sudario ,Court,Camarillo,93010,VNC,Ventura,Camarillo ,2024-11-06 00:00:00,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,130227.0,1970.0,"926 SUDARIO CT, CAMARILLO, CA 93010",34.2485503,-119.0628404
68582,Destroyed (>50%),1649.0,Hopper,Avenue,Santa Rosa,00000,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,266000.0,,1649 HOPPER AVE SANTA ROSA CA 95403,38.4796133131881,-122.750986210275
8354,No Damage,39873.0,Little Shuteye ,Lane,Unknown,00000,FKU,Fresno,Shaver Lake ,2020-09-04 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,229500.0,1981.0,39873 LITTLE SHUTEYE SHAVER LAKE CA 93664,37.086999426226,-119.332431833246
34041,Destroyed (>50%),6260.0,Wall,Lane,Paradise Northwest B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,Unknown,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,<30',72387.0,1952.0,6260  WALL LN   PARADISE CA 95969,39.7726869979595,-121.618129382587
91297,No Damage,5116.0,Zen Mtn,Unknown,Unknown,Unknown,SKU,Siskiyou,Unknown,2022-09-02 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,,,Unknown,41.506158,-122.38227
41859,Destroyed (>50%),811.0,Seneca,Drive,Paradise Central Southwest B,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,77030.0,1980.0,811  SENECA DR   PARADISE CA 95969,39.7394886701461,-121.620252567829
45972,Destroyed (>50%),934.0,Thomasson ,Lane,Paradise Northwest B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Enclosed,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,Combustible,Combustible,Unknown,<30',111595.0,1954.0,934  THOMASSON LN   PARADISE CA 95969,39.7746134354848,-121.613746054954
54552,No Damage,Unknown,Unknown,Unknown,Unincorporated,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75403.0,2003.0,14812 GOLDCONE DR MAGALIA CA 95954,39.8472797631585,-121.584477119418
77328,No Damage,296.0,Pleasant Valley ,Road,Markleeville,96120,AEU,Alpine,Unknown,2021-07-04 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,No Vents,Vinyl,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,11-20,>50',270440.0,,296 PLEASANT VALLEY RD MARKLEEVILLE CA 96120,38.6885388903155,-119.80146586159
94663,No Damage,0.0,Caliente Bodfish ,Road,Unknown,00000,KRN,Kern,Unknown,2024-07-24 00:00:00,Engine Company Actions,Utility Misc Structure,Other Minor Structure,1.0,Metal,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,30-50',68674.0,0.0,Unknown,35.5418008,-118.5310994
101075,No Damage,1145.0,San Clemente,Way,Camarillo,93010,VNC,Ventura,Unknown,2024-11-06 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,Unknown,Unknown,788000.0,2002.0,"1145 SAN CLEMENTE WAY, CAMARILLO, CA 93010",34.2500695,-119.0475116
32978,Destroyed (>50%),6540.0,Daphne,Lane,Paradise Northwest A,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Metal,No Eaves,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,Wood,Non Combustible,Non Combustible,Unknown,Unknown,6457.0,1970.0,6540  DAPHNE LN   PARADISE CA 95969,39.7822335787469,-121.595648891685
77721,No Damage,1100.0,Sugar Loaf ,Road,Unknown,95983,LMU,Plumas,Unknown,2021-07-04 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,166464.0,,1100 SUGARLOAF RD CA 95983,40.0228727816219,-120.201910284956
86858,Destroyed (>50%),14423.0,Chester Warner Valley,Road,Chester,96020,LMU,Plumas,Chester,2021-07-13 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,Enclosed,No Vents,Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,,,14423 CHESTER WARNER VALLEY RD CHESTER CA 96020,40.4439443062424,-121.402390371126
112196,Destroyed (>50%),214.0,Ventura ,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Engine Company Actions,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,<30',100258.0,1910.0,"214 VENTURA ST, ALTADENA, CA 91001",34.1894588,-118.1546413
69611,Destroyed (>50%),646.0,Via Santa Barbara,Street,Los Angeles,00000,LAC,Los Angeles,Sylmar ,2017-12-05 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,34.3191412487975,-118.402093507388
6344,No Damage,41959.0,Nuthatch,Lane,Unknown,00000,FKU,Fresno,Unknown,2020-09-04 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1003.0,0.0, SHAVER LAKE CA 93664,37.1085089220014,-119.322447339138
94012,No Damage,5109.0,Smith,Road,Mariposa,95338,MMU,Mariposa,Unknown,2024-07-04 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,11-20,Unknown,165765.0,2007.0,"5109 SMITH RD, MARIPOSA, CA 95338",37.4969816,-119.9739184
18416,No Damage,7568.0,English Hills ,Road,Unknown,Unknown,LNU,Solano,Unknown,2020-08-16 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,469200.0,1990.0,7568 ENGLISH HILLS RD VACAVILLE CA 95688,38.4314258626316,-121.997814416167
1840,Destroyed (>50%),191.0,Rocky Point,Road,Unknown,00000,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,10428.0,1948.0,"191 ROCKY POINT RD, FEATHER FALLS CA 95966",39.546428157181,-121.356866231877
41269,Destroyed (>50%),3825.0,Neal,Road,Paradise Southwest B,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,66282.0,1950.0,3825  NEAL RD   PARADISE CA 95969,39.7403024671029,-121.645531273111
30178,Destroyed (>50%),6382.0,Molinari ,Court,Magalia,Unknown,BTU,Butte,Magalia ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,21-30,Unknown,141780.0,1987.0,6382  MOLINARI CT   MAGALIA CA 95954,39.8032139252102,-121.598947177523
26156,No Damage,0.0,Unknown,Unknown,Unknown,Unknown,SCU,Santa Clara,Unknown,2020-08-18 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10231.0,,Unknown,37.2384867771686,-121.468276690294
107583,No Damage,2400.0,Fair Oaks,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,,1953.0,"2400 FAIR OAKS AVE, ALTADENA, CA 91001",34.1883673,-118.1495983
100289,Destroyed (>50%),29.0,Estaban ,Drive,Camarillo,93010,VNC,Ventura,Camarillo ,2024-11-06 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,440225.0,1973.0,"29 ESTABAN DR, CAMARILLO, CA 93010",34.2431644,-119.0624529
102982,No Damage,271.0,E Loma Alta,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,278879.0,1953.0,"271 E LOMA ALTA DR, ALTADENA, CA 91001",34.2044699,-118.137676
